"Bacteroides.Otu0001"	"Bacteroides.Otu2520"	"Bacteroides.Otu0848"	"Faecalibacterium.Otu0067"	"Bacteroides.Otu2038"	"Parabacteroides.Otu1736"	"Prevotella.Otu1987"	"Bacteroides.Otu2654"	"Bacteroides.Otu2065"	"Bacteroides.Otu0863"	"Bacteroides.Otu0929"	"Bacteroides.Otu2431"	"Bacteroides.Otu0786"	"Lactobacillus.Otu1332"	"Bacteroides.Otu1201"	"Bacteroides.Otu2625"	"Bacteroides.Otu2765"	"Bacteroides.Otu0069"	"Clostridium_XI.Otu1804"	"Erysipelotrichaceae_incertae_sedis.Otu0818"	"Enterococcus.Otu1019"	"Bacteroides.Otu0661"	"Bacteroides.Otu2343"	"Bacteroides.Otu0006"	"Lachnospiracea_incertae_sedis.Otu0778"	"Blautia.Otu2475"	"Alistipes.Otu2508"	"Prevotella.Otu1633"	"Alistipes.Otu1466"	"Lachnospiracea_incertae_sedis.Otu0651"	"Faecalibacterium.Otu0751"	"Escherichia_Shigella.Otu2393"	"Bacteroides.Otu2104"	"Roseburia.Otu1051"	"Lachnospiraceae.Otu2222"	"Bacteroides.Otu2437"	"Lachnospiraceae.Otu2512"	"Lachnospiraceae.Otu0898"	"Parabacteroides.Otu1378"	"Haemophilus.Otu1497"	"Bacteroides.Otu0480"	"Bacteroides.Otu2216"	"Megamonas.Otu2657"	"Bacteroides.Otu0877"	"Clostridiales.Otu0562"	"Sutterella.Otu0171"	"Lachnospiraceae.Otu0220"	"Lachnospiracea_incertae_sedis.Otu0113"	"Roseburia.Otu2084"	"Bacteroides.Otu2375"	"Prevotella.Otu2602"	"Akkermansia.Otu1935"	"Bacteroides.Otu2069"	"Prevotella.Otu1803"	"Lachnospiraceae.Otu2599"	"Dorea.Otu1142"	"Clostridium_XlVa.Otu0236"	"Lachnospiraceae.Otu1734"	"Parabacteroides.Otu1107"	"Clostridiaceae_1.Otu1955"	"Veillonella.Otu0362"	"Clostridium_XI.Otu2681"	"Prevotella.Otu1319"	"Bacteroides.Otu2120"	"Bacteroides.Otu1976"	"Bacteroides.Otu2523"	"Turicibacter.Otu0468"	"Klebsiella.Otu1452"	"Prevotella.Otu1994"	"Roseburia.Otu2728"	"Bacteroides.Otu0200"	"Bacteroides.Otu0775"	"Sutterella.Otu1997"	"Lachnospiraceae.Otu0790"	"Prevotella.Otu2501"	"Lachnospiraceae.Otu0033"	"Parabacteroides.Otu1655"	"Lachnospiraceae.Otu0491"	"Bacteroides.Otu2460"	"Bacteroides.Otu2534"	"Lachnospiraceae.Otu2076"	"Bacteroides.Otu2416"	"Lachnospiracea_incertae_sedis.Otu2746"	"Clostridium_XlVa.Otu1856"	"Bacteroidales.Otu0696"	"Bacteroides.Otu1669"	"Prevotella.Otu0738"	"Roseburia.Otu2637"	"Phascolarctobacterium.Otu1814"	"Blautia.Otu0591"	"Bacteroides.Otu0312"	"Gemmiger.Otu0907"	"Blautia.Otu0620"	"Lachnospiracea_incertae_sedis.Otu1990"	"Prevotella.Otu0634"	"Bacteroides.Otu1411"	"Prevotella.Otu2327"	"Clostridiales.Otu1597"	"Barnesiella.Otu2015"	"Bacteroides.Otu2383"	"Bacteroides.Otu0763"	"Bacteroides.Otu0752"	"Prevotella.Otu0773"	"Bacteria.Otu0435"	"Bacteroides.Otu1883"	"Prevotella.Otu0882"	"Bacteroides.Otu1352"	"Burkholderiales.Otu0023"	"Prevotella.Otu2227"	"Bacteroides.Otu0399"	"Parabacteroides.Otu0538"	"Bacteroides.Otu0883"	"other"
0.0332496320027708	0.100268421508356	0.00588795566715733	0.00614771841717898	0.157849164429821	0	0	0.00225127716685427	0	0.160013854013334	0.087540046757295	0.0298727162524894	0.00259762750021647	0	0.0268421508355702	0.00121222616676769	0.00103905100008659	0.00207810200017318	0.00086587583340549	0.000952463416746039	0	0.0582734435881895	0.00251103991687592	0.0200883193350074	0.0129881375010823	0.0106502727508875	0.000519525500043294	0	0.0083124080006927	8.6587583340549e-05	0.00337691575028141	0	0.00121222616676769	0.00121222616676769	0	0	0.000173175166681098	0.00086587583340549	0	0.000259762750021647	0	0	0	0.00372326608364361	0	0	0.000519525500043294	0.000346350333362196	0.00337691575028141	0.00735994458394666	0	0	0.00103905100008659	0	8.6587583340549e-05	0.000346350333362196	0.00519525500043294	0.000173175166681098	0	8.6587583340549e-05	0	0	0	0	0	0	8.6587583340549e-05	0	0	0	0	8.6587583340549e-05	0	0.00311715300025976	0	0.00874534591739545	0	8.6587583340549e-05	0.00121222616676769	0	0.00199151441683263	0	0	0.00112563858342714	0	0.00216468958351372	0	0.00121222616676769	0	0.00138540133344878	0.0138540133344878	0.00744653216728721	0.0045891419170491	8.6587583340549e-05	0	8.6587583340549e-05	0	0	0	0.0147198891678933	0.00147198891678933	0.000606113083383843	0	0	0	0	0.00173175166681098	0	0	0	0	0	0.172742228764395
0	0	0	0.10505671578501	0	0	0	0.000106010813102936	0	0.0131453408247641	0.0782359800699671	0.0165376868440581	0	0	0.0605321742817767	0	0.000212021626205873	0	0.0239584437612636	0.00212021626205873	0	0.0460086928866744	0	0	0.0460086928866744	0.0162196544047493	0.000106010813102936	0	0.00265027032757341	0.0319092547439839	0.01335736245097	0.000318032439308809	0.00169617300964698	0.0249125410791901	0.0354076115763808	0	0.0124032651330436	0.0122972543199406	0	0.0031803243930881	0	0	0	0	0.000742075691720556	0	0.0272447789674547	0.00826884342202905	0.0134633732640729	0	0	0	0	0	0.0164316760309552	0.00371037845860278	0.00773878935651436	0.0220502491254108	0	0.000636064878617619	0.000424043252411746	0.0011661189441323	0	0	0	0	0	0	0	0.00572458390755857	0	0	0	0.0169617300964698	0	0.00911692992685254	0	0.00636064878617619	0.00212021626205873	0	0.0113431570020142	0	0.00222622707516167	0.000848086504823492	0	0	0	0.00286229195377929	0	0.00275628114067635	0	0	0.0023322378882646	0.00466447577652921	0	0.000636064878617619	0	0	0	0.00689070285169087	0	0.000318032439308809	0	0	0	0	0.000106010813102936	0	0	0	0	0	0.276476200572458
7.69171602184447e-05	0	0.000153834320436889	0.0619952311360665	0	0	7.69171602184447e-05	0.000153834320436889	0	0.104607337897085	0.0185370356126452	0.000692254441966003	0	0	0.387585570340743	0	0.0162295208060918	0	0.00915314206599492	0.00207676332589801	0	0.00138450888393201	0	0	0.0178447811706792	0.011076071071456	0.000307668640873779	0	0.00576878701638335	0.0356895623413584	0.00984539650796093	0.0253826628720868	0.00869163910468426	0.0142296746404123	0.0145373432812861	0	0.00961464502730559	0.00823013614337359	0	0.000846088762402892	0	0	0	0	0	0	0.00723021306053381	0.00615337281747558	0.00484578109376202	0	0	0	0	0	0.00446119529266979	0.00161526036458734	0.00684562725944158	0.00723021306053381	0	0	0	0.00115375740327667	0	0	0	0	7.69171602184447e-05	0.000230751480655334	0	0.00484578109376202	0	0	0	0.0127682485962618	0	0.00176909468502423	0	0.00299976924851934	0.000230751480655334	0	0.0150757634028152	0	0.000384585801092224	0.00130759172371356	0	0	0	0.0051534497346358	0	0.00176909468502423	0	0	0.00207676332589801	0.000230751480655334	0	7.69171602184447e-05	0	0	0	0.000230751480655334	0	0	0	0	0	0	0.00238443196677179	0	0	0	0	0	0.144065841089147
0.227999690952639	0.134358340415669	0.0164181410801205	0.0189291508923743	0.0216333153055706	0	3.86309201885189e-05	0.0159932009580468	3.86309201885189e-05	0.00150660588735224	0.0488294831182879	0.0535038244610987	0	0	0.00687630379355636	0.0367380050992815	0.0250714672023488	0.0465888897473538	0.00100440392490149	0.00104303484509001	0	0.0263849184887584	0	0.0318705091555281	0	0.00679904195317932	0.0136367148265472	0	0.0280460480568647	3.86309201885189e-05	0.00730124391563007	3.86309201885189e-05	0.00942594452599861	0.000193154600942594	0	0.0273506914934714	0	0.00189291508923743	0	0.000772618403770378	3.86309201885189e-05	0	0	0.00444255582167967	0	0	3.86309201885189e-05	3.86309201885189e-05	3.86309201885189e-05	0.0130186201035309	0	0.00343815189677818	0	0	3.86309201885189e-05	0	0.000270416441319632	0.000154523680754076	0	0.000270416441319632	7.72618403770378e-05	3.86309201885189e-05	0	0.00320636637564707	0	0	0	3.86309201885189e-05	0	0.000193154600942594	0	0.0117051688171212	0	0	0	0	0	0	0.00579463802827783	0.00374719925828633	0	0.00231785521131113	0.00254964073244225	7.72618403770378e-05	0	0.00436529398130263	0	0	0.00390172293904041	0.00112029668546705	0	0.000386309201885189	0.000540832882639265	0.00316773545545855	3.86309201885189e-05	0.00579463802827783	0	0	0	0.000154523680754076	0.00274279533338484	0.004094877539983	0	0	7.72618403770378e-05	0	0.00185428416904891	0	0	0.000309047361508151	0	7.72618403770378e-05	0.109518658734451
0.236278328611898	0.150362960339943	0.0111986543909348	0.00447060906515581	0.0216448300283286	0.000132790368271955	0	0.0343927053824363	4.42634560906516e-05	0.0013721671388102	0.0328877478753541	0.0205382436260623	0	0	0.0219104107648725	0.0520980878186969	0.0177496458923513	0.0555949008498584	0	0.000531161473087819	0	0.0187234419263456	4.42634560906516e-05	0.0283728753541076	4.42634560906516e-05	0.0013721671388102	0.0308958923512748	0	0.0192546033994334	0	0.00181480169971671	0	0.00606409348441926	0.000221317280453258	0.000132790368271955	0.00553293201133144	0.000132790368271955	0.000486898016997167	0	0	0	0	0	0.00327549575070822	0	4.42634560906516e-05	8.85269121813031e-05	0.000619688385269122	0.00349681303116147	0.0101805949008499	0	8.85269121813031e-05	0	4.42634560906516e-05	0.000265580736543909	0.000619688385269122	0.00199185552407932	0.000309844192634561	0	0	0	0	0	0.00331975920679887	0	0	0	0	0	0	0	0.00256728045325779	0	0.00433781869688385	0	4.42634560906516e-05	0	0.000663951841359773	0.00730347025495751	0.0130134560906516	0	0.00314270538243626	8.85269121813031e-05	0.000531161473087819	0	0.00393944759206799	0	0	0.00141643059490085	0.000309844192634561	0	0.00110658640226629	0.00106232294617564	4.42634560906516e-05	0	0.0170856940509915	4.42634560906516e-05	0	0	0.000132790368271955	0.00314270538243626	0.00677230878186969	0	0	4.42634560906516e-05	0	0.00309844192634561	0	0	0.000442634560906516	0	0	0.131019830028329
0.0214285714285714	0.0147321428571429	0.00892857142857143	0.000892857142857143	0.000446428571428571	0.0133928571428571	0	0	0	0.239732142857143	0.00267857142857143	0.0174107142857143	0.00133928571428571	0	0.0348214285714286	0	0.003125	0.00178571428571429	0.03125	0	0	0.00133928571428571	0.00133928571428571	0.00267857142857143	0	0.000892857142857143	0.216964285714286	0.000446428571428571	0.0196428571428571	0	0	0.000446428571428571	0.00133928571428571	0	0	0.00491071428571429	0	0.000446428571428571	0.0138392857142857	0	0.01875	0	0	0.000446428571428571	0.000446428571428571	0.00401785714285714	0	0	0	0.000446428571428571	0	0.0294642857142857	0.003125	0	0.000446428571428571	0.00446428571428571	0.000446428571428571	0	0	0.00133928571428571	0	0.009375	0	0	0	0.0263392857142857	0.0111607142857143	0.000446428571428571	0	0.000446428571428571	0.00133928571428571	0.00223214285714286	0	0	0	0	0	0	0	0	0	0.000446428571428571	0.000892857142857143	0.000446428571428571	0	0	0	0.000446428571428571	0.0138392857142857	0	0	0	0	0.000446428571428571	0.0160714285714286	0	0	0	0	0	0.000446428571428571	0	0	0	0	0	0	0	0	0	0	0	0.195982142857143
0	0.000378644452858766	0.000378644452858766	0.0401363120030292	0.000378644452858766	0.000757288905717531	0.00151457781143506	0	0	0.0117379780386217	0	0	0	0.000757288905717531	0.00416508898144642	0	0.00340780007572889	0	0.0344566452101477	0.385460053010223	0.000757288905717531	0	0	0	0.0109806891329042	0.0261264672472548	0	0.0155244225672094	0	0	0.0117379780386217	0.00265051117001136	0.00265051117001136	0.0166603559257857	0.00567966679288148	0	0.000757288905717531	0.00984475577432791	0.000757288905717531	0.0011359333585763	0	0	0	0.00567966679288148	0	0.0011359333585763	0.0011359333585763	0.0011359333585763	0.00227186671715259	0	0	0	0	0	0.0196895115486558	0.00302915562287012	0.00643695569859902	0.0011359333585763	0	0	0	0	0	0.000378644452858766	0	0	0	0	0	0	0	0	0	0.000757288905717531	0.0011359333585763	0.0011359333585763	0.000378644452858766	0.000757288905717531	0	0	0.000378644452858766	0	0	0.0011359333585763	0.00189322226429383	0	0	0.000757288905717531	0	0.00605831124574025	0	0.000757288905717531	0.00681560015145778	0	0	0	0	0	0	0	0.000378644452858766	0	0	0	0	0	0.000757288905717531	0	0	0	0	0	0.346081029912912
0.0383490412739682	0	0.00048748781280468	0.123659408514787	0.281442963925902	0.00146246343841404	0	0	0	0	0	0.00016249593760156	0	0	0	0	0.00032499187520312	0.00064998375040624	0.00958726031849204	0.00227494312642184	0	0	0	0.0287617809554761	0.0097497562560936	0.0191745206369841	0	0	0	0.00779980500487488	0.0430614234644134	0.00064998375040624	0.00016249593760156	0.0134871628209295	0.0323366915827104	0	0.00097497562560936	0.00227494312642184	0	0	0	0	0	0	0	0	0.0373740656483588	0.00194995125121872	0.00438739031524212	0.00016249593760156	0	0	0	0	0.00633734156646084	0.00194995125121872	0.00308742281442964	0.00503737406564836	0	0	0.00016249593760156	0.012187195320117	0	0	0	0	0	0	0	0.00032499187520312	0	0	0	0.00422489437764056	0	0	0	0	0	0	0.0120246993825154	0	0.0355866103347416	0.00032499187520312	0	0	0	0.0250243743906402	0	0.00048748781280468	0.0242118947026324	0.00389990250243744	0.00194995125121872	0.00536236594085148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197107572310692
0.173769135291684	0.0186181216383947	0.0368225072403806	0.000413736036408771	0.00744724865535788	0	0	0.0107571369466281	0	0	0.00372362432767894	0.000413736036408771	0.251137774100124	0	0.000413736036408771	0.0028961522548614	0.00124120810922631	0.0215142738932561	0.00165494414563508	0.00455109640049648	0	0.000413736036408771	0.130740587505172	0.0107571369466281	0.00620604054613157	0.000827472072817542	0	0.000413736036408771	0	0	0	0.014480761274307	0.00124120810922631	0.00206868018204386	0	0	0	0	0	0	0	0	0	0.000413736036408771	0	0	0	0	0	0.00124120810922631	0	0	0.0372362432767894	0	0.00124120810922631	0	0.00206868018204386	0.000827472072817542	0	0	0	0	0	0.00206868018204386	0	0	0	0	0	0	0.00703351261894911	0	0	0.0128258171286719	0	0	0	0	0.000413736036408771	0.00661977658254034	0	0.0256516342573438	0.000413736036408771	0.000413736036408771	0	0.000413736036408771	0	0	0	0	0	0	0	0.000827472072817542	0	0	0	0	0	0	0.00124120810922631	0.000413736036408771	0	0	0	0	0.000413736036408771	0.00744724865535788	0	0.00124120810922631	0	0	0.187008688456765
0.001342957864697	0.010743662917576	0.000671478932348498	0.00302165519556824	0.000167869733087124	0.000671478932348498	0.000167869733087124	0.00117508813160987	0	0.000503609199261373	0.00419674332717811	0.000671478932348498	0.330535504448548	0	0	0	0.00184656706395837	0.000335739466174249	0.00285378546248111	0.00386100386100386	0.00167869733087124	0.00251804599630687	0.212019472889038	0.000167869733087124	0.001342957864697	0.00218230653013262	0	0	0.00520396172570086	0.000335739466174249	0.00151082759778412	0.00537183145878798	0.000839348665435622	0.000335739466174249	0	0	0	0.0182978009064966	0.0149404062447541	0.00167869733087124	0	0	0.0362598623468189	0.000503609199261373	0	0	0.0055397011918751	0.00184656706395837	0.00302165519556824	0	0	0	0.0753735101561189	0	0.000503609199261373	0.000671478932348498	0.000167869733087124	0.00100721839852275	0.0290414638240725	0	0.001342957864697	0	0	0	0	0.000167869733087124	0	0	0	0.000503609199261373	0.000335739466174249	0	0	0.000167869733087124	0	0.000167869733087124	0	0.0147725365116669	0.000167869733087124	0.000503609199261373	0	0.000167869733087124	0	0	0	0.000671478932348498	0	0	0.00318952492865536	0.000335739466174249	0	0.000671478932348498	0.000167869733087124	0	0.000167869733087124	0	0	0	0.000335739466174249	0.001342957864697	0	0	0	0	0	0	0.000671478932348498	0	0	0.000671478932348498	0.00738626825583347	0.000671478932348498	0.180292093335572
0.036557149467839	0.000925497454881999	0.023600185099491	0.291994447015271	0.004164738546969	0	0	0.002776492364646	0	0.001850994909764	0.016196205460435	0.020823692734845	0.020823692734845	0	0	0	0.003701989819528	0.00694123091161499	0.014807959278112	0.002313743637205	0.000462748727441	0.00740397963905599	0.021286441462286	0.000925497454881999	0.030078667283665	0.026376677464137	0	0	0	0.000462748727441	0.035631652012957	0	0.004164738546969	0.00832947709393799	0.039796390559926	0	0.000925497454881999	0.000462748727441	0	0.00647848218417399	0	0	0	0.00647848218417399	0	0	0.001388246182323	0.003701989819528	0.011568718186025	0	0	0	0.003239241092087	0	0.00601573345673299	0.001850994909764	0.002313743637205	0.001388246182323	0	0	0.001388246182323	0.000462748727441	0	0	0	0	0	0.000925497454881999	0	0.0670985654789449	0	0	0	0	0	0.012031466913466	0	0.000462748727441	0.003701989819528	0	0.001388246182323	0.003701989819528	0	0.000462748727441	0	0	0	0.003239241092087	0	0.00832947709393799	0	0.012956964368348	0	0	0	0	0	0	0	0.000462748727441	0	0	0	0	0	0	0	0	0	0.001388246182323	0	0	0.213789912077742
0.00712913024610997	0.163784018349761	0.00874093360610006	0.000991878990763127	0.000557931932304259	0	0	0.412497675283615	0	0.00297563697228938	0.00446345545843407	0.00427747814766598	0.0224412621660157	0.000619924369226954	0.00892691091686814	0.105139173020891	0.00235571260306243	0.000495939495381563	0	0.000433947058458868	0.0717872419564813	0.00421548571074329	0.0147541999876015	0.000433947058458868	0	0.00204575041844895	0	0	0	0	0.000247969747690782	0	0.00123984873845391	0.00161180335999008	6.19924369226954e-05	0	0	0.000123984873845391	0	0	0	0	0	0.00427747814766598	0	0	0	0.000185977310768086	0.00105387142768582	0.00068191680614965	0	0	0.00446345545843407	0	0.00254168991383051	0.000805901679995041	0.000805901679995041	0.00235571260306243	0	0	6.19924369226954e-05	0	0	6.19924369226954e-05	0	6.19924369226954e-05	0	0	0	0	0.000557931932304259	6.19924369226954e-05	0	0	0	0	0	0	0.0104767218399355	0.000309962184613477	0	0.000433947058458868	0	6.19924369226954e-05	0	0.00260368235075321	0	0	0	0.000247969747690782	0	0.00427747814766598	0.000309962184613477	0	0	0.00123984873845391	0	0	0	0.000433947058458868	0.000309962184613477	0.000433947058458868	0	0	0	0	0.000743909243072345	0	0	0.00595127394457876	0	0.000309962184613477	0.111524394023929
0.0906339330755003	0.00454010425424584	0.00655792836724399	0.0109298806120733	0.00067260803766605	0	0	0.00302673616949723	0.000336304018833025	0.0899613250378342	0.0201782411299815	0.0225323692618127	0	0	0.013115856734488	0.000336304018833025	0.00504456028249538	0.0107617286026568	0.0220279132335631	0.00168152009416513	0	0.0205145451488145	0	0.00554901631074491	0.00168152009416513	0.00823944846140911	0.0322851858079704	0	0.0706238439549353	0.000504456028249538	0.00487640827307886	0.00184967210358164	0.00319488817891374	0.00319488817891374	0.0026904321506642	0.0250546494030604	0.00420380023541281	0.000336304018833025	0.000504456028249538	0	0.0267361694972255	0	0	0.00386749621657979	0	0	0.00353119219774676	0.0026904321506642	0.00756684042374306	0.00588532032957794	0	0	0.000168152009416513	0	0.00454010425424584	0.00924836051790819	0.00067260803766605	0.00454010425424584	0.000504456028249538	0.00100891205649908	0	0.00100891205649908	0	0.00521271229191189	0	0.00638977635782748	0.00706238439549353	0.000168152009416513	0	0.000840760047082563	0.000168152009416513	0.00420380023541281	0	0.00622162434841096	0	0.000168152009416513	0	0.000336304018833025	0.00067260803766605	0	0.000504456028249538	0.00201782411299815	0.00739868841432655	0.000336304018833025	0	0.000504456028249538	0	0.000336304018833025	0.00067260803766605	0.000504456028249538	0	0.0067260803766605	0.0040356482259963	0.0094165125273247	0	0.0067260803766605	0	0	0	0.00285858416008071	0.00319488817891374	0.00201782411299815	0	0	0	0	0.000168152009416513	0	0	0.000504456028249538	0.00067260803766605	0	0.360349756179586
0.180038387715931	0.0261036468330134	0	0.00460652591170825	0.00345489443378119	0.000767754318618042	0	0.0886756238003839	0	0.000767754318618042	0.00921305182341651	0.0161228406909789	0.00383877159309021	0	0.00690978886756238	0	0.00191938579654511	0.0226487523992322	0.00153550863723608	0.00307101727447217	0	0.00652591170825336	0.00345489443378119	0.0072936660268714	0.00268714011516315	0.00652591170825336	0	0	0.00767754318618042	0.00115163147792706	0.00268714011516315	0.000383877159309021	0.00153550863723608	0.00345489443378119	0.00575815738963532	0	0.00115163147792706	0.00575815738963532	0.00652591170825336	0.000767754318618042	0	0	0.0207293666026871	0.0445297504798464	0	0	0.0203454894433781	0	0.00345489443378119	0.00230326295585413	0	0	0.00115163147792706	0	0.00383877159309021	0.0119001919385797	0.00499040307101727	0.00153550863723608	0.00844529750479846	0	0	0	0	0.00268714011516315	0	0.000767754318618042	0.000383877159309021	0	0	0.00230326295585413	0	0.00383877159309021	0	0.00153550863723608	0	0	0	0.00191938579654511	0.00191938579654511	0.0610364683301344	0	0.00690978886756238	0	0.000767754318618042	0	0.000383877159309021	0	0.00191938579654511	0.00921305182341651	0.00115163147792706	0	0	0.000767754318618042	0	0	0	0	0	0	0.00191938579654511	0.00153550863723608	0.000767754318618042	0	0	0	0	0.000767754318618042	0	0	0.000767754318618042	0.00115163147792706	0.000383877159309021	0.338963531669866
